+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[8]_replica_6/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[10]_replica_3/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[2]_replica_7/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[5]_replica/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[3]_replica_7/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[11]_replica_3/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[8]_replica_5/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[2]_replica/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |        baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[9]/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[1]_replica_3/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[8]_replica_1/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[2]_replica_4/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[9]_replica_5/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[4]_replica/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[7]_replica_5/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[12]_replica_6/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[12]_replica_7/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[7]_replica_3/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[2]_replica_1/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[12]_replica_4/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[5]_replica_5/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[6]_replica/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[5]_replica_4/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[9]_replica/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[5]_replica_7/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[3]_replica_2/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[9]_replica_7/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[11]_replica_4/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[3]_replica_5/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[7]_replica_1/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[7]_replica/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[7]_replica_2/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[4]_replica_3/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[5]_replica_3/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[12]_replica_1/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[5]_replica_2/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[7]_replica_7/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[4]_replica_1/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[1]_replica_5/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[1]_replica_6/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[9]_replica_3/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[9]_replica_2/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[5]_replica_1/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[11]_replica_7/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[10]_replica_2/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[2]_replica_3/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[8]_replica_7/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |        baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[6]/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[10]_replica_6/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[4]_replica_5/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[1]_replica_7/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[5]_replica_6/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[4]_replica_6/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |        baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[0]/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[4]_replica_2/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[7]_replica_4/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[1]_replica_4/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[11]_replica_1/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[1]_replica_1/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[3]_replica_4/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[6]_replica_1/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[2]_replica_5/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[0]_replica_1/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[9]_replica_6/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[2]_replica_6/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[8]_replica_4/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[9]_replica_4/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[0]_replica_5/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[2]_replica_2/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[6]_replica_5/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[6]_replica_6/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[4]_replica_7/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[3]_replica_1/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[0]_replica_3/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[1]_replica_2/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[0]_replica_6/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[6]_replica_2/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[6]_replica_3/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[3]_replica_3/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[6]_replica_4/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[0]_replica/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[6]_replica_7/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[4]_replica_4/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[0]_replica_2/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[0]_replica_7/D|
| clk_out1_baseDesign_clk_wiz_0_0 |               clk_fpga_0 |baseDesign_i/dram_test_0/U0/accelerator_v1_0_S00_AXI_inst/U_WRAPPER/U_DRAM0_RD/dma_addr_r_reg[0]_replica_4/D|
+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
